Reg No,Expenditure Category,Election Period,sum_amount
CC10191,Lease/Rent,2014-2016,1656.53
CC10191,Contribution to Community Organization,2014-2016,7050
CC10191,Other,2014-2016,7607
CC10191,Lease/Rent,2016-2018,900
CC10191,Contribution to Political Party,2016-2018,1000
CC10191,Advertising,2016-2018,1298.43
CC10191,Other,2016-2018,900
CC10191,Candidate Fundraiser Tickets,2016-2018,1500
CC10191,Contribution to Community Organization,2016-2018,3583.25
CC10192,Printing,2006-2008,9461.04
CC10192,Utilities,2006-2008,103.53
CC10192,Postage/Mailing,2006-2008,7451.02
CC10192,Other,2006-2008,2217.72
CC10192,Office Supplies,2006-2008,435.41
CC10192,Travel & Lodging,2006-2008,251.59
CC10192,Hawaii Election Campaign Fund,2006-2008,150
CC10192,Advertising,2006-2008,14690.7
CC10192,Contribution to Community Organization,2006-2008,1039.64
CC10192,Food & Beverages,2006-2008,11476.64
CC10192,Bank Charges & Adjustments,2006-2008,26
CC10192,Lease/Rent,2008-2010,450
CC10192,Candidate Fundraiser Tickets,2008-2010,59.89
CC10192,Printing,2008-2010,785.51
CC10192,Hawaii Election Campaign Fund,2008-2010,50
CC10192,Bank Charges & Adjustments,2008-2010,22
CC10192,Office Supplies,2008-2010,338.85
CC10192,Other,2008-2010,2733.59
CC10192,Travel & Lodging,2008-2010,394.17
CC10192,Food & Beverages,2008-2010,11866.29
CC10192,Postage/Mailing,2008-2010,308
CC10192,Contribution to Community Organization,2008-2010,787.19
CC10192,Advertising,2008-2010,6152.05
CC10192,Printing,2010-2012,3222.55
CC10192,Food & Beverages,2010-2012,13442.6
CC10192,Office Supplies,2010-2012,284.23
CC10192,Bank Charges & Adjustments,2010-2012,24.35
CC10192,Contribution to Community Organization,2010-2012,1666.85
CC10192,Other,2010-2012,1877.83
CC10192,Postage/Mailing,2010-2012,1181.35
CC10192,Advertising,2010-2012,10380.6
CC10192,Filing Fee,2012-2014,25
CC10192,Travel & Lodging,2012-2014,209
CC10192,Other,2012-2014,3407.32
CC10192,Printing,2012-2014,8294.51
CC10192,Lease/Rent,2012-2014,117.7
CC10192,Advertising,2012-2014,10206.28
CC10192,Contribution to Community Organization,2012-2014,408.33
CC10192,Postage/Mailing,2012-2014,271.07
CC10192,Office Supplies,2012-2014,812.17
CC10192,Food & Beverages,2012-2014,6785.57
CC10192,Professional Services,2014-2016,325
CC10192,Filing Fee,2014-2016,575
CC10192,Advertising,2014-2016,905.29
CC10192,Food & Beverages,2014-2016,664.86
CC10193,Hawaii Election Campaign Fund,2006-2008,478.77
CC10193,Bank Charges & Adjustments,2006-2008,58
CC10193,Contribution to Community Organization,2006-2008,750
CC10193,Durable Assets,2006-2008,730.21
CC10193,Candidate Fundraiser Tickets,2006-2008,95.41
CC10193,Filing Fee,2006-2008,25
CC10193,Lease/Rent,2006-2008,2918.74
CC10193,Utilities,2006-2008,2000.09
CC10193,Insurance,2006-2008,418.72
CC10193,Printing,2006-2008,13342.42
CC10193,Office Supplies,2006-2008,852.67
CC10193,Postage/Mailing,2006-2008,1357.99
CC10193,Food & Beverages,2006-2008,6841.86
CC10193,Other,2006-2008,11116.44
CC10193,Professional Services,2006-2008,3338.83
CC10193,Advertising,2006-2008,30360.38
CC10193,Candidate Fundraiser Tickets,2008-2010,51.04
CC10193,Office Supplies,2008-2010,77.14
CC10193,Contribution to Community Organization,2008-2010,1075
CC10193,Food & Beverages,2008-2010,4556.54
CC10193,Other,2008-2010,1625.2
CC10193,Postage/Mailing,2008-2010,2120
CC10193,Printing,2008-2010,5818.79
CC10193,Professional Services,2008-2010,802.36
CC10193,Advertising,2008-2010,12180.55
CC10193,Bank Charges & Adjustments,2010-2012,27.44
CC10193,Contribution to Political Party,2010-2012,200
CC10193,Hawaii Election Campaign Fund,2010-2012,300
CC10193,Postage/Mailing,2010-2012,69.95
CC10193,Office Supplies,2010-2012,52.05
CC10193,Contribution to Community Organization,2010-2012,545
CC10193,Lease/Rent,2010-2012,591.25
CC10193,Professional Services,2010-2012,120
CC10193,Printing,2010-2012,7516.27
CC10193,Other,2010-2012,653.72
CC10193,Travel & Lodging,2010-2012,219.52
CC10193,Food & Beverages,2010-2012,3444.99
CC10193,Advertising,2010-2012,11559.68
CC10193,Hawaii Election Campaign Fund,2012-2014,100
CC10193,Filing Fee,2012-2014,25
CC10193,Bank Charges & Adjustments,2012-2014,22.95
CC10193,Contribution to Community Organization,2012-2014,392.48
CC10193,Office Supplies,2012-2014,333.19
CC10193,Lease/Rent,2012-2014,629.25
CC10193,Professional Services,2012-2014,260
CC10193,Advertising,2012-2014,15210.64
CC10193,Other,2012-2014,1078.39
CC10193,Postage/Mailing,2012-2014,346.25
CC10193,Printing,2012-2014,2187.34
CC10193,Food & Beverages,2012-2014,4094.79
CC10193,Bank Charges & Adjustments,2014-2016,33.05
CC10193,Contribution to Political Party,2014-2016,140
CC10193,Hawaii Election Campaign Fund,2014-2016,250
CC10193,Filing Fee,2014-2016,25
CC10193,Candidate Fundraiser Tickets,2014-2016,50
CC10193,Office Supplies,2014-2016,197.01
CC10193,"Surveys, Polls & Voter Lists",2014-2016,50
CC10193,Lease/Rent,2014-2016,818.04
CC10193,Professional Services,2014-2016,9596
CC10193,Contribution to Community Organization,2014-2016,2408.38
CC10193,Advertising,2014-2016,18356.78
CC10193,Other,2014-2016,1308.82
CC10193,Postage/Mailing,2014-2016,244.5
CC10193,Printing,2014-2016,4362.15
CC10193,Food & Beverages,2014-2016,6282.4
CC10193,Civic or Community Group Membership,2016-2018,100
CC10193,Office Supplies,2016-2018,57.9
CC10193,Hawaii Election Campaign Fund,2016-2018,600
CC10193,Postage/Mailing,2016-2018,191.67
CC10193,Durable Assets,2016-2018,447.9
CC10193,Professional Services,2016-2018,36.75
CC10193,Contribution to Community Organization,2016-2018,2468.69
CC10193,Advertising,2016-2018,2376.55
CC10193,Food & Beverages,2016-2018,3439.69
CC10193,Printing,2016-2018,596.59
CC10194,Bank Charges & Adjustments,2006-2008,6.5
CC10194,Filing Fee,2006-2008,25
CC10194,Other,2006-2008,2490.97
CC10194,Postage/Mailing,2008-2010,1443.15
CC10194,Advertising,2008-2010,778.01
CC10194,Printing,2008-2010,2362.7
CC10194,Bank Charges & Adjustments,2008-2010,7.5
CC10194,Filing Fee,2010-2012,25
CC10194,Other,2010-2012,310
CC10194,Advertising,2010-2012,328.79
CC10194,Lease/Rent,2012-2014,32
CC10194,Bank Charges & Adjustments,2012-2014,154
CC10194,Other,2014-2016,500
CC10194,Lease/Rent,2014-2016,68
CC10194,Postage/Mailing,2014-2016,69
CC10194,Bank Charges & Adjustments,2014-2016,55
CC10194,Other,2016-2018,100
CC10194,Postage/Mailing,2016-2018,35
CC10194,Bank Charges & Adjustments,2016-2018,25
CC10195,Postage/Mailing,2006-2008,412
CC10195,Candidate Fundraiser Tickets,2006-2008,169.63
CC10195,Printing,2006-2008,792.22
CC10195,"Surveys, Polls & Voter Lists",2006-2008,40
CC10195,Bank Charges & Adjustments,2006-2008,25.98
CC10195,Professional Services,2006-2008,1274.71
CC10195,Other,2006-2008,490.58
CC10195,Filing Fee,2006-2008,250
CC10195,Lease/Rent,2006-2008,662
CC10195,Food & Beverages,2006-2008,1831.98
CC10195,Office Supplies,2006-2008,181.23
CC10195,Advertising,2006-2008,309.56
CC10195,Office Supplies,2008-2010,176.87
CC10195,Printing,2008-2010,3087.64
CC10195,Postage/Mailing,2008-2010,65045.64
CC10195,Lease/Rent,2008-2010,786.61
CC10195,"Surveys, Polls & Voter Lists",2008-2010,959.12
CC10195,Professional Services,2008-2010,1288.91
CC10195,Bank Charges & Adjustments,2008-2010,33.48
CC10195,Advertising,2008-2010,25
CC10195,Filing Fee,2008-2010,250
CC10195,Travel & Lodging,2008-2010,43
CC10195,Other,2008-2010,3555.89
CC10195,Food & Beverages,2008-2010,5298.73
CC10195,Vehicle,2010-2012,92.16
CC10195,Professional Services,2010-2012,463.99
CC10195,Printing,2010-2012,2910.4
CC10195,Bank Charges & Adjustments,2010-2012,29.85
CC10195,Office Supplies,2010-2012,139.7
CC10195,Postage/Mailing,2010-2012,22771.8
CC10195,"Surveys, Polls & Voter Lists",2010-2012,1414.5
CC10195,Filing Fee,2010-2012,250
CC10195,Lease/Rent,2010-2012,896.65
CC10195,Travel & Lodging,2010-2012,33
CC10195,Advertising,2010-2012,3244.16
CC10195,Taxes,2010-2012,1179.68
CC10195,Other,2010-2012,4395.9
CC10195,Food & Beverages,2010-2012,2057.85
CC10195,Office Supplies,2012-2014,40.52
CC10195,Food & Beverages,2012-2014,651.6
CC10195,Printing,2012-2014,548.68
CC10195,Bank Charges & Adjustments,2012-2014,28.08
CC10195,Professional Services,2012-2014,186.26
CC10195,Postage/Mailing,2012-2014,1067.25
CC10195,"Surveys, Polls & Voter Lists",2012-2014,1407.6
CC10195,Filing Fee,2012-2014,250
CC10195,Lease/Rent,2012-2014,574
CC10195,Travel & Lodging,2012-2014,32
CC10195,Taxes,2012-2014,7
CC10195,Other,2012-2014,878.45
CC10195,Contribution to Community Organization,2014-2016,100
CC10195,Office Supplies,2014-2016,65
CC10195,Printing,2014-2016,820.91
CC10195,Postage/Mailing,2014-2016,771.5
CC10195,Professional Services,2014-2016,2221.44
CC10195,"Surveys, Polls & Voter Lists",2014-2016,23407.6
CC10195,Bank Charges & Adjustments,2014-2016,13
CC10195,Filing Fee,2014-2016,500
CC10195,Lease/Rent,2014-2016,582
CC10195,Travel & Lodging,2014-2016,18
CC10195,Taxes,2014-2016,130.15
CC10195,Food & Beverages,2014-2016,6300.82
CC10195,Advertising,2014-2016,144763.55
CC10195,Other,2014-2016,915.53
CC10195,Lease/Rent,2016-2018,246
CC10195,"Surveys, Polls & Voter Lists",2016-2018,469.2
CC10195,Taxes,2016-2018,25
CC10195,Advertising,2016-2018,200
CC10197,"Surveys, Polls & Voter Lists",2006-2008,261.78
CC10197,Contribution to Political Party,2006-2008,2000
CC10197,Candidate Fundraiser Tickets,2006-2008,6000
CC10197,Postage/Mailing,2006-2008,2178.96
CC10197,Other,2006-2008,90
CC10197,Printing,2006-2008,1348.14
CC10197,Vehicle,2006-2008,99.9
CC10197,Contribution to Community Organization,2006-2008,150
CC10197,Food & Beverages,2006-2008,67.64
CC10197,Other,2008-2010,802.56
CC10197,Postage/Mailing,2008-2010,5128.53
CC10197,Vehicle,2008-2010,58.12
CC10197,Contribution to Community Organization,2008-2010,176.7
CC10197,Food & Beverages,2008-2010,899.56
CC10197,Printing,2008-2010,7369.5
CC10197,Other,2010-2012,36.63
CC10197,"Surveys, Polls & Voter Lists",2010-2012,602.09
CC10197,Vehicle,2010-2012,141.1
CC10197,Hawaii Election Campaign Fund,2010-2012,50
CC10197,Printing,2010-2012,12432.16
CC10197,Food & Beverages,2010-2012,2805.16
CC10197,Postage/Mailing,2010-2012,19081.52
CC10197,Utilities,2012-2014,99.95
CC10197,Bank Charges & Adjustments,2012-2014,27.69
CC10197,"Surveys, Polls & Voter Lists",2012-2014,523.56
CC10197,Other,2012-2014,313.23
CC10197,Contribution to Community Organization,2012-2014,2327
CC10197,Filing Fee,2012-2014,250
CC10197,Vehicle,2012-2014,29
CC10197,Advertising,2012-2014,23.95
CC10197,Contribution to Political Party,2012-2014,27010
CC10197,Candidate Fundraiser Tickets,2012-2014,15200
CC10197,Printing,2012-2014,4644.28
CC10197,Food & Beverages,2012-2014,3956.48
CC10197,Lease/Rent,2012-2014,190
CC10197,Postage/Mailing,2012-2014,6900.61
CC10197,Utilities,2014-2016,223.8
CC10197,"Surveys, Polls & Voter Lists",2014-2016,837.7
CC10197,Printing,2014-2016,2515.16
CC10197,Other,2014-2016,1110
CC10197,Travel & Lodging,2014-2016,1732.61
CC10197,Bank Charges & Adjustments,2014-2016,30
CC10197,Lease/Rent,2014-2016,100
CC10197,Filing Fee,2014-2016,250
CC10197,Professional Services,2014-2016,5468.72
CC10197,Contribution to Community Organization,2014-2016,3920.43
CC10197,Contribution to Political Party,2014-2016,2935
CC10197,Candidate Fundraiser Tickets,2014-2016,15300
CC10197,Food & Beverages,2014-2016,5257.84
CC10197,Postage/Mailing,2014-2016,2751.52
CC10197,"Surveys, Polls & Voter Lists",2016-2018,215.41
CC10197,Printing,2016-2018,54.33
CC10197,Contribution to Political Party,2016-2018,540
CC10197,Contribution to Community Organization,2016-2018,1711.68
CC10197,Candidate Fundraiser Tickets,2016-2018,2050
CC10197,Food & Beverages,2016-2018,2657.19
CC10198,Lease/Rent,2006-2008,600
CC10198,Advertising,2006-2008,1877.59
CC10198,Food & Beverages,2006-2008,1577.12
CC10198,Postage/Mailing,2006-2008,6886.7
CC10198,Printing,2006-2008,4713.2
CC10198,Office Supplies,2006-2008,103.79
CC10198,Other,2006-2008,2438.29
CC10198,Professional Services,2006-2008,238.56
CC10198,Contribution to Community Organization,2006-2008,770
CC10198,Utilities,2008-2010,6839.92
CC10198,Vehicle,2008-2010,40.99
CC10198,Lease/Rent,2008-2010,19675.9
CC10198,Contribution to Political Party,2008-2010,500
CC10198,Printing,2008-2010,27010
CC10198,"Surveys, Polls & Voter Lists",2008-2010,10444.6
CC10198,Durable Assets,2008-2010,5834.89
CC10198,Filing Fee,2008-2010,800
CC10198,Travel & Lodging,2008-2010,14983.21
CC10198,Office Supplies,2008-2010,4981.71
CC10198,Advertising,2008-2010,401040.56
CC10198,Food & Beverages,2008-2010,68627.92
CC10198,Other,2008-2010,30942.79
CC10198,Professional Services,2008-2010,66826.55
CC10198,Postage/Mailing,2008-2010,38213.23
CC10198,Contribution to Community Organization,2008-2010,1031.51
CC10198,Bank Charges & Adjustments,2008-2010,241.69
CC10198,Utilities,2010-2012,238.1
CC10198,Bank Charges & Adjustments,2010-2012,20
CC10199,Hawaii Election Campaign Fund,2006-2008,50
CC10199,Other,2006-2008,12.64
CC10199,Printing,2006-2008,400
CC10199,Bank Charges & Adjustments,2006-2008,64
CC10201,Contribution to Political Party,2006-2008,200
CC10201,Lease/Rent,2006-2008,192.36
CC10201,Bank Charges & Adjustments,2006-2008,94.79
CC10201,Food & Beverages,2006-2008,5478.47
CC10201,Professional Services,2006-2008,156.75
CC10201,Filing Fee,2006-2008,340
CC10201,Taxes,2006-2008,90.34
CC10201,Printing,2006-2008,5104.89
CC10201,Advertising,2006-2008,5116.18
CC10201,Other,2006-2008,14726.56
CC10201,Postage/Mailing,2006-2008,2167.39
CC10201,"Surveys, Polls & Voter Lists",2008-2010,68
CC10201,Lease/Rent,2008-2010,100
CC10201,Bank Charges & Adjustments,2008-2010,84.08
CC10201,Durable Assets,2008-2010,894.2
CC10201,Contribution to Community Organization,2008-2010,175
CC10201,Filing Fee,2008-2010,250
CC10201,Printing,2008-2010,1706.72
CC10201,Food & Beverages,2008-2010,5448.85
CC10201,Office Supplies,2008-2010,122.7
CC10201,Professional Services,2008-2010,653.13
CC10201,Postage/Mailing,2008-2010,3353.13
CC10201,Other,2008-2010,12729.64
CC10201,Advertising,2008-2010,3764.71
CC10201,Filing Fee,2010-2012,250
CC10201,Hawaii Election Campaign Fund,2010-2012,500
CC10201,Durable Assets,2010-2012,30.12
CC10201,Bank Charges & Adjustments,2010-2012,153.2
CC10201,Advertising,2010-2012,3217.41
CC10201,Contribution to Community Organization,2010-2012,1640
CC10201,Office Supplies,2010-2012,40.25
CC10201,Printing,2010-2012,188.48
CC10201,Postage/Mailing,2010-2012,316.08
CC10201,Contribution to Political Party,2010-2012,350
CC10201,Other,2010-2012,1385.44
CC10201,Professional Services,2010-2012,2478.88
CC10201,Food & Beverages,2010-2012,11585.03
CC10201,Filing Fee,2012-2014,250
CC10201,Office Supplies,2012-2014,31.11
CC10201,Hawaii Election Campaign Fund,2012-2014,900
CC10201,Postage/Mailing,2012-2014,48.75
CC10201,Bank Charges & Adjustments,2012-2014,100.81
CC10201,Other,2012-2014,200
CC10201,Travel & Lodging,2012-2014,14
CC10201,Printing,2012-2014,305.49
CC10201,Contribution to Political Party,2012-2014,50
CC10201,Candidate Fundraiser Tickets,2012-2014,2350
CC10201,Professional Services,2012-2014,900
CC10201,Food & Beverages,2012-2014,6529
CC10201,Contribution to Community Organization,2012-2014,14488
CC10201,Advertising,2012-2014,9126.71
CC10201,Hawaii Election Campaign Fund,2014-2016,300
CC10201,Bank Charges & Adjustments,2014-2016,49.35
CC10201,Postage/Mailing,2014-2016,136.23
CC10201,Durable Assets,2014-2016,19.34
CC10201,Travel & Lodging,2014-2016,2298.82
CC10201,Advertising,2014-2016,5416.36
CC10201,Office Supplies,2014-2016,370.44
CC10201,Other,2014-2016,230
CC10201,Professional Services,2014-2016,2890.29
CC10201,Candidate Fundraiser Tickets,2014-2016,3700
CC10201,Contribution to Community Organization,2014-2016,11133.09
CC10201,Food & Beverages,2014-2016,2004.38
CC10201,Hawaii Election Campaign Fund,2016-2018,75
CC10201,Bank Charges & Adjustments,2016-2018,78.7
CC10201,Contribution to Political Party,2016-2018,100
CC10201,Other,2016-2018,100
CC10201,Contribution to Community Organization,2016-2018,300
CC10201,Professional Services,2016-2018,450
CC10201,Food & Beverages,2016-2018,1924.71
CC10202,Office Supplies,2006-2008,250
CC10202,Food & Beverages,2006-2008,699.55
CC10202,Postage/Mailing,2006-2008,25.68
CC10202,Bank Charges & Adjustments,2006-2008,42.88
CC10203,Insurance,2006-2008,1182.39
CC10203,Durable Assets,2006-2008,3036.97
CC10203,Utilities,2006-2008,930.14
CC10203,Taxes,2006-2008,319.57
CC10203,Lease/Rent,2006-2008,16229.15
CC10203,Filing Fee,2006-2008,250
CC10203,Bank Charges & Adjustments,2006-2008,421.29
CC10203,Postage/Mailing,2006-2008,17515.5
CC10203,Professional Services,2006-2008,30511.88
CC10203,Office Supplies,2006-2008,18122.86
CC10203,Travel & Lodging,2006-2008,2505.6
CC10203,Contribution to Community Organization,2006-2008,1348.39
CC10203,Other,2006-2008,66063.52
CC10203,Food & Beverages,2006-2008,49109.94
CC10203,Contribution to Political Party,2006-2008,400
CC10203,Printing,2006-2008,14333.63
CC10203,"Surveys, Polls & Voter Lists",2006-2008,1105.07
CC10203,Advertising,2006-2008,63307.67
CC10203,Contribution to Political Party,2008-2010,300
CC10203,Candidate Fundraiser Tickets,2008-2010,750
CC10203,"Surveys, Polls & Voter Lists",2008-2010,472.69
CC10203,Insurance,2008-2010,175.86
CC10203,Lease/Rent,2008-2010,356.25
CC10203,Bank Charges & Adjustments,2008-2010,148
CC10203,Advertising,2008-2010,2950.29
CC10203,Postage/Mailing,2008-2010,3756.86
CC10203,Professional Services,2008-2010,414.77
CC10203,Vehicle,2008-2010,1182.58
CC10203,Office Supplies,2008-2010,2308.64
CC10203,Travel & Lodging,2008-2010,6365.31
CC10203,Printing,2008-2010,18729.11
CC10203,Contribution to Community Organization,2008-2010,2175
CC10203,Food & Beverages,2008-2010,29563.64
CC10203,Other,2008-2010,25214.11
CC10203,Travel & Lodging,2010-2012,247.6
CC10203,Postage/Mailing,2010-2012,374
CC10203,Bank Charges & Adjustments,2010-2012,42
CC10203,Office Supplies,2010-2012,390.55
CC10203,Other,2010-2012,333.71
CC10203,Food & Beverages,2010-2012,848.5
CC10203,Contribution to Community Organization,2010-2012,5003.02
CC10203,Candidate Fundraiser Tickets,2010-2012,9095
CC10204,Vehicle,2006-2008,7
CC10204,"Surveys, Polls & Voter Lists",2006-2008,729.42
CC10204,Bank Charges & Adjustments,2006-2008,314
CC10204,Candidate Fundraiser Tickets,2006-2008,3757.05
CC10204,Lease/Rent,2006-2008,1200
CC10204,Office Supplies,2006-2008,433.82
CC10204,Postage/Mailing,2006-2008,2574
CC10204,Printing,2006-2008,6144.06
CC10204,Contribution to Community Organization,2006-2008,2980.61
CC10204,Hawaii Election Campaign Fund,2006-2008,950
CC10204,Food & Beverages,2006-2008,13133.24
CC10204,Other,2006-2008,4718.26
CC10204,Professional Services,2006-2008,6430.98
CC10204,Advertising,2006-2008,2373.27
CC10204,Bank Charges & Adjustments,2008-2010,26.5
CC10204,"Surveys, Polls & Voter Lists",2008-2010,500
CC10204,Candidate Fundraiser Tickets,2008-2010,300
CC10204,Contribution to Political Party,2008-2010,0
CC10204,Office Supplies,2008-2010,327.69
CC10204,Filing Fee,2008-2010,250
CC10204,Advertising,2008-2010,15356.99
CC10204,Professional Services,2008-2010,11900
CC10204,Postage/Mailing,2008-2010,5191.74
CC10204,Lease/Rent,2008-2010,815
CC10204,Other,2008-2010,10882.42
CC10204,Food & Beverages,2008-2010,15387.12
CC10204,Printing,2008-2010,10642.2
CC10204,Contribution to Community Organization,2008-2010,680
