expenditure_category,election_period,amount,reg_no,id
Bank Charges & Adjustments,2006-2008,55.50,CC10170,2081
Food & Beverages,2012-2014,343.28,CC10752,2082
Postage/Mailing,2012-2014,292.22,CC10752,2083
Professional Services,2008-2010,78.04,CC10752,2084
Advertising,2008-2010,1333.74,CC10752,2085
Other,2008-2010,25.00,CC10752,2086
Printing,2008-2010,1312.68,CC10752,2087
Bank Charges & Adjustments,2008-2010,12.71,CC10752,2088
Postage/Mailing,2008-2010,87.50,CC10752,2089
Hawaii Election Campaign Fund,2010-2012,1320.00,CC10752,2090
Filing Fee,2010-2012,250.00,CC10752,2091
Professional Services,2012-2014,312.48,CC10752,2092
Professional Services,2010-2012,2285.20,CC10752,2093
Office Supplies,2010-2012,221.27,CC10752,2094
Hawaii Election Campaign Fund,2012-2014,510.04,CC10752,2095
Bank Charges & Adjustments,2010-2012,67.48,CC10752,2096
Advertising,2012-2014,1130.19,CC10752,2097
Food & Beverages,2010-2012,1433.22,CC10752,2098
Printing,2010-2012,2098.62,CC10752,2099
Postage/Mailing,2010-2012,4609.33,CC10752,2100
Travel & Lodging,2012-2014,1339.77,CC10752,2101
Other,2010-2012,11076.30,CC10752,2102
Travel & Lodging,2010-2012,2339.86,CC10752,2103
Advertising,2010-2012,20529.63,CC10752,2104
Printing,2008-2010,50.00,CC10735,2105
Office Supplies,2008-2010,50.00,CC10735,2106
Vehicle,2008-2010,25.00,CC10735,2107
Advertising,2008-2010,100.00,CC10735,2108
Filing Fee,2008-2010,25.00,CC10735,2109
Contribution to Community Organization,2006-2008,2098.65,CC10167,2110
Bank Charges & Adjustments,2006-2008,10.00,CC10167,2111
Other,2008-2010,1.56,CC10640,2112
Durable Assets,2008-2010,31.36,CC10640,2113
Advertising,2010-2012,267.02,CC10640,2114
Bank Charges & Adjustments,2010-2012,3.00,CC10640,2115
Bank Charges & Adjustments,2008-2010,16.98,CC10640,2116
Advertising,2008-2010,517.13,CC10640,2117
Contribution to Community Organization,2010-2012,2.95,CC10640,2118
Other,2006-2008,1864.29,CC10329,2119
Professional Services,2006-2008,700.00,CC10329,2120
Contribution to Community Organization,2006-2008,25.00,CC10505,2121
Bank Charges & Adjustments,2006-2008,7.41,CC10505,2122
Postage/Mailing,2006-2008,93.24,CC10505,2123
Printing,2006-2008,584.90,CC10505,2124
Travel & Lodging,2006-2008,1847.17,CC10505,2125
Advertising,2006-2008,1637.14,CC10505,2126
Filing Fee,2006-2008,80.00,CC10505,2127
Office Supplies,2006-2008,359.39,CC10505,2128
Food & Beverages,2006-2008,158.67,CC10505,2129
Other,2006-2008,539.48,CC10505,2130
Advertising,2008-2010,25.00,CC10576,2131
Other,2008-2010,25.00,CC10576,2132
Printing,2012-2014,633.50,CC10171,2133
Printing,2006-2008,1645.77,CC10171,2134
Advertising,2006-2008,16.67,CC10171,2135
Bank Charges & Adjustments,2008-2010,15.00,CC10171,2136
Other,2006-2008,84.00,CC10171,2137
Postage/Mailing,2006-2008,5132.99,CC10171,2138
Bank Charges & Adjustments,2006-2008,87.00,CC10171,2139
Utilities,2006-2008,683.36,CC10171,2140
Filing Fee,2010-2012,500.00,CC10171,2141
Candidate Fundraiser Tickets,2010-2012,62.83,CC10171,2142
Contribution to Political Party,2008-2010,25000.00,CC10171,2143
Advertising,2012-2014,688.38,CC10171,2144
Postage/Mailing,2010-2012,8301.64,CC10171,2145
Durable Assets,2006-2008,940.29,CC10171,2146
Professional Services,2006-2008,11909.14,CC10171,2147
Advertising,2008-2010,5482.23,CC10171,2148
"Surveys, Polls & Voter Lists",2008-2010,8000.00,CC10171,2149
Professional Services,2010-2012,3500.00,CC10171,2150
Employee Services,2010-2012,254.00,CC10171,2151
Utilities,2012-2014,34.18,CC10171,2152
Durable Assets,2010-2012,1413.83,CC10171,2153
Hawaii Election Campaign Fund,2010-2012,50.00,CC10171,2154
Contribution to Community Organization,2010-2012,350.00,CC10171,2155
Printing,2010-2012,9111.18,CC10171,2156
Travel & Lodging,2008-2010,4645.69,CC10171,2157
Durable Assets,2008-2010,693.30,CC10171,2158
Postage/Mailing,2008-2010,11125.98,CC10171,2159
Office Supplies,2010-2012,754.81,CC10171,2160
"Surveys, Polls & Voter Lists",2010-2012,584.12,CC10171,2161
Advertising,2010-2012,13645.99,CC10171,2162
"Surveys, Polls & Voter Lists",2006-2008,19077.00,CC10171,2163
Lease/Rent,2008-2010,3300.00,CC10171,2164
Utilities,2010-2012,836.45,CC10171,2165
Utilities,2008-2010,1735.24,CC10171,2166
Insurance,2008-2010,625.74,CC10171,2167
Printing,2008-2010,37423.94,CC10171,2168
Vehicle,2010-2012,698.18,CC10171,2169
Professional Services,2012-2014,228.28,CC10171,2170
Other,2012-2014,308.36,CC10171,2171
Contribution to Community Organization,2012-2014,1100.00,CC10171,2172
Food & Beverages,2010-2012,5947.61,CC10171,2173
Food & Beverages,2012-2014,938.37,CC10171,2174
Bank Charges & Adjustments,2010-2012,660.20,CC10171,2175
Other,2010-2012,4559.94,CC10171,2176
Bank Charges & Adjustments,2012-2014,373.15,CC10171,2177
Professional Services,2008-2010,75983.21,CC10171,2178
Office Supplies,2008-2010,3266.96,CC10171,2179
Food & Beverages,2008-2010,8004.85,CC10171,2180
Other,2008-2010,11112.83,CC10171,2181
Contribution to Community Organization,2008-2010,400.00,CC10171,2182
Lease/Rent,2006-2008,416.66,CC10480,2183
Other,2006-2008,177.84,CC10480,2184
Professional Services,2006-2008,1200.00,CC10480,2185
Office Supplies,2006-2008,129.99,CC10480,2186
Printing,2006-2008,180.00,CC10480,2187
Advertising,2006-2008,1635.40,CC10480,2188
Bank Charges & Adjustments,2010-2012,18.00,CC10833,2189
Professional Services,2010-2012,18.00,CC10833,2190
Other,2010-2012,582.00,CC10833,2191
Printing,2010-2012,473.63,CC10833,2192
Contribution to Community Organization,2008-2010,1600.00,CC10378,2193
Contribution to Community Organization,2006-2008,100.00,CC10378,2194
Advertising,2008-2010,1124.75,CC10378,2195
Food & Beverages,2006-2008,297.81,CC10378,2196
Other,2006-2008,2500.00,CC10378,2197
Bank Charges & Adjustments,2008-2010,12.00,CC10378,2198
Bank Charges & Adjustments,2006-2008,84.66,CC10378,2199
Advertising,2006-2008,17644.96,CC10378,2200
Contribution to Political Party,2008-2010,654.26,CC10302,2201
Office Supplies,2008-2010,17.27,CC10302,2202
Travel & Lodging,2008-2010,351.71,CC10302,2203
Lease/Rent,2006-2008,442.23,CC10302,2204
"Surveys, Polls & Voter Lists",2006-2008,50.00,CC10302,2205
Other,2006-2008,342.39,CC10302,2206
Printing,2008-2010,118.55,CC10302,2207
Bank Charges & Adjustments,2006-2008,76.62,CC10302,2208
Bank Charges & Adjustments,2008-2010,117.66,CC10302,2209
Food & Beverages,2006-2008,531.10,CC10302,2210
Office Supplies,2006-2008,135.69,CC10302,2211
Professional Services,2006-2008,6989.53,CC10302,2212
Printing,2006-2008,3503.82,CC10302,2213
Other,2008-2010,209.11,CC10302,2214
Advertising,2008-2010,3572.70,CC10302,2215
Professional Services,2008-2010,2669.04,CC10302,2216
Food & Beverages,2008-2010,487.44,CC10302,2217
Candidate Fundraiser Tickets,2006-2008,166.00,CC10302,2218
Filing Fee,2006-2008,25.00,CC10302,2219
Postage/Mailing,2006-2008,6557.80,CC10302,2220
Advertising,2006-2008,14859.20,CC10302,2221
Hawaii Election Campaign Fund,2008-2010,22.42,CC10683,2222
Other,2008-2010,200.00,CC10683,2223
Contribution to Political Party,2008-2010,15.00,CC10683,2224
Advertising,2008-2010,32.58,CC10683,2225
Hawaii Election Campaign Fund,2006-2008,50.00,CC10268,2226
Professional Services,2008-2010,104.71,CC10268,2227
Contribution to Political Party,2008-2010,25000.00,CC10268,2228
Contribution to Community Organization,2008-2010,9500.00,CC10268,2229
Candidate Fundraiser Tickets,2008-2010,34000.00,CC10268,2230
Candidate Fundraiser Tickets,2006-2008,3250.00,CC10268,2231
Postage/Mailing,2008-2010,72.00,CC10268,2232
Other,2006-2008,61.38,CC10268,2233
Other,2008-2010,70930.14,CC10268,2234
Bank Charges & Adjustments,2010-2012,4.00,CC10268,2235
Office Supplies,2010-2012,40.53,CC10891,2236
Lease/Rent,2010-2012,1048.03,CC10891,2237
Printing,2010-2012,75.83,CC10891,2238
Advertising,2010-2012,2780.28,CC10891,2239
Travel & Lodging,2010-2012,638.47,CC10891,2240
Food & Beverages,2010-2012,237.50,CC10891,2241
Professional Services,2010-2012,50.00,CC10891,2242
Other,2010-2012,805.18,CC10891,2243
Postage/Mailing,2006-2008,2730.00,CC10433,2244
Hawaii Election Campaign Fund,2006-2008,50.00,CC10433,2245
Printing,2006-2008,2298.68,CC10433,2246
Professional Services,2006-2008,225.00,CC10433,2247
Lease/Rent,2008-2010,24.00,CC10613,2248
Printing,2008-2010,114.49,CC10613,2249
Filing Fee,2008-2010,25.00,CC10613,2250
Office Supplies,2008-2010,105.93,CC10613,2251
Advertising,2008-2010,1362.71,CC10613,2252
Contribution to Political Party,2010-2012,583.06,CC10613,2253
Vehicle,2008-2010,10.00,CC10613,2254
Other,2008-2010,166.10,CC10613,2255
Food & Beverages,2008-2010,501.43,CC10613,2256
Bank Charges & Adjustments,2010-2012,100.84,CC10319,2257
Travel & Lodging,2010-2012,6.00,CC10319,2258
Postage/Mailing,2010-2012,4.19,CC10319,2259
Filing Fee,2010-2012,25.00,CC10319,2260
Advertising,2010-2012,4722.13,CC10319,2261
Food & Beverages,2010-2012,286.60,CC10319,2262
Professional Services,2010-2012,1783.25,CC10319,2263
Contribution to Community Organization,2010-2012,50.00,CC10319,2264
Printing,2010-2012,18881.10,CC10319,2265
Other,2010-2012,96.11,CC10319,2266
Office Supplies,2010-2012,141.19,CC10319,2267
Filing Fee,2010-2012,250.00,CC10875,2268
Office Supplies,2010-2012,20.00,CC10875,2269
Food & Beverages,2010-2012,285.94,CC10875,2270
Contribution to Community Organization,2010-2012,237.40,CC10875,2271
Printing,2012-2014,169.00,CC10875,2272
Advertising,2010-2012,333.00,CC10875,2273
Postage/Mailing,2010-2012,122.00,CC10875,2274
Bank Charges & Adjustments,2010-2012,21.95,CC10875,2275
Other,2010-2012,5.62,CC10875,2276
Professional Services,2010-2012,113.74,CC10875,2277
Travel & Lodging,2012-2014,133.63,CC10875,2278
Printing,2010-2012,4097.98,CC10875,2279
Contribution to Community Organization,2010-2012,214.01,CC10694,2280
Professional Services,2008-2010,94.24,CC10694,2281
Office Supplies,2008-2010,322.11,CC10694,2282
Advertising,2008-2010,941.36,CC10694,2283
Printing,2008-2010,838.82,CC10694,2284
Other,2008-2010,72.66,CC10694,2285
Postage/Mailing,2008-2010,11.58,CC10694,2286
Filing Fee,2008-2010,25.00,CC10694,2287
Printing,2010-2012,509.95,CC10927,2288
Professional Services,2010-2012,520.83,CC10927,2289
Bank Charges & Adjustments,2010-2012,20.55,CC10927,2290
Office Supplies,2010-2012,15.61,CC10927,2291
Advertising,2010-2012,938.29,CC10927,2292
Other,2010-2012,2692.06,CC10927,2293
Office Supplies,2012-2014,58.16,CC10996,2294
Food & Beverages,2012-2014,410.37,CC10999,2295
Postage/Mailing,2012-2014,106.00,CC10999,2296
Printing,2008-2010,1551.47,CC10140,2297
Printing,2012-2014,1081.06,CC10140,2298
Contribution to Community Organization,2010-2012,250.00,CC10140,2299
Contribution to Community Organization,2012-2014,300.00,CC10140,2300
Contribution to Community Organization,2008-2010,200.00,CC10140,2301
Printing,2006-2008,4239.36,CC10140,2302
Hawaii Election Campaign Fund,2006-2008,50.00,CC10140,2303
Travel & Lodging,2012-2014,973.16,CC10140,2304
Advertising,2006-2008,1884.58,CC10140,2305
Vehicle,2006-2008,282.16,CC10140,2306
Bank Charges & Adjustments,2006-2008,4847.33,CC10140,2307
Bank Charges & Adjustments,2010-2012,96.39,CC10140,2308
Contribution to Political Party,2010-2012,325.00,CC10140,2309
Filing Fee,2006-2008,258.00,CC10140,2310
Lease/Rent,2008-2010,198.00,CC10140,2311
Postage/Mailing,2010-2012,4073.42,CC10140,2312
Advertising,2008-2010,857.50,CC10140,2313
Professional Services,2008-2010,16520.85,CC10140,2314
Lease/Rent,2012-2014,120.00,CC10140,2315
Professional Services,2006-2008,41083.60,CC10140,2316
Professional Services,2012-2014,27500.00,CC10140,2317
Filing Fee,2010-2012,258.00,CC10140,2318
Advertising,2010-2012,1419.67,CC10140,2319
Other,2008-2010,206.24,CC10140,2320
Durable Assets,2012-2014,314.12,CC10140,2321
Utilities,2006-2008,1982.74,CC10140,2322
Travel & Lodging,2008-2010,2026.06,CC10140,2323
Travel & Lodging,2006-2008,2828.32,CC10140,2324
Utilities,2010-2012,5087.37,CC10140,2325
Utilities,2008-2010,6553.30,CC10140,2326
Travel & Lodging,2010-2012,4139.36,CC10140,2327
Printing,2010-2012,10203.89,CC10140,2328
Durable Assets,2008-2010,645.33,CC10140,2329
Other,2006-2008,2242.42,CC10140,2330
Office Supplies,2008-2010,654.63,CC10140,2331
Professional Services,2010-2012,23700.00,CC10140,2332
Durable Assets,2006-2008,5182.23,CC10140,2333
Utilities,2012-2014,2521.67,CC10140,2334
Other,2012-2014,216.24,CC10140,2335
Durable Assets,2010-2012,7687.41,CC10140,2336
"Surveys, Polls & Voter Lists",2010-2012,351.04,CC10140,2337
Office Supplies,2006-2008,6105.77,CC10140,2338
Other,2010-2012,5359.59,CC10140,2339
Office Supplies,2010-2012,4016.83,CC10140,2340
Office Supplies,2012-2014,1230.40,CC10140,2341
Lease/Rent,2006-2008,132.00,CC10140,2342
Postage/Mailing,2006-2008,765.26,CC10140,2343
Lease/Rent,2010-2012,206.00,CC10140,2344
Food & Beverages,2008-2010,2024.06,CC10140,2345
Food & Beverages,2006-2008,7565.73,CC10140,2346
Food & Beverages,2012-2014,4594.17,CC10140,2347
Food & Beverages,2010-2012,12142.27,CC10140,2348
Food & Beverages,2008-2010,161.10,CC10722,2349
Postage/Mailing,2010-2012,295.00,CC10722,2350
Contribution to Community Organization,2012-2014,1000.00,CC10722,2351
Postage/Mailing,2008-2010,7325.15,CC10722,2352
Advertising,2008-2010,4523.56,CC10722,2353
Bank Charges & Adjustments,2008-2010,34.89,CC10722,2354
"Surveys, Polls & Voter Lists",2008-2010,668.88,CC10722,2355
Filing Fee,2008-2010,250.00,CC10722,2356
Professional Services,2012-2014,149.33,CC10722,2357
Professional Services,2008-2010,2045.29,CC10722,2358
Office Supplies,2008-2010,91.17,CC10722,2359
Professional Services,2010-2012,2958.41,CC10722,2360
Printing,2008-2010,12934.24,CC10722,2361
Other,2008-2010,1905.98,CC10722,2362
Travel & Lodging,2006-2008,1351.22,CC10340,2363
Contribution to Community Organization,2010-2012,328.47,CC10340,2364
Hawaii Election Campaign Fund,2010-2012,70.00,CC10340,2365
"Surveys, Polls & Voter Lists",2008-2010,100.00,CC10340,2366
Postage/Mailing,2006-2008,3342.95,CC10340,2367
Vehicle,2008-2010,540.61,CC10340,2368
Filing Fee,2006-2008,500.00,CC10340,2369
Printing,2008-2010,1268.86,CC10340,2370
Professional Services,2008-2010,623.75,CC10340,2371
Printing,2006-2008,12087.60,CC10340,2372
Hawaii Election Campaign Fund,2006-2008,25.00,CC10340,2373
Contribution to Community Organization,2006-2008,100.00,CC10340,2374
Other,2008-2010,13014.78,CC10340,2375
Professional Services,2006-2008,2565.00,CC10340,2376
Lease/Rent,2008-2010,1125.00,CC10340,2377
Lease/Rent,2006-2008,1468.05,CC10340,2378
Bank Charges & Adjustments,2010-2012,295.59,CC10340,2379
Bank Charges & Adjustments,2006-2008,20.00,CC10340,2380
Bank Charges & Adjustments,2008-2010,15.00,CC10340,2381
Postage/Mailing,2008-2010,5301.61,CC10340,2382
Vehicle,2006-2008,1000.00,CC10340,2383
Office Supplies,2008-2010,400.72,CC10340,2384
Advertising,2008-2010,21667.02,CC10340,2385
Other,2006-2008,13724.56,CC10340,2386
Office Supplies,2006-2008,647.07,CC10340,2387
Food & Beverages,2006-2008,7863.57,CC10340,2388
Food & Beverages,2008-2010,4410.64,CC10340,2389
Advertising,2006-2008,37112.85,CC10340,2390
Hawaii Election Campaign Fund,2010-2012,1250.00,CC10830,2391
Other,2010-2012,245.83,CC10830,2392
Advertising,2010-2012,4395.81,CC10830,2393
Professional Services,2010-2012,1691.64,CC10830,2394
Printing,2010-2012,3629.70,CC10830,2395
Postage/Mailing,2010-2012,2234.20,CC10830,2396
Food & Beverages,2008-2010,840.00,CC10648,2397
Professional Services,2008-2010,2233.10,CC10648,2398
Filing Fee,2008-2010,250.00,CC10648,2399
Other,2008-2010,580.22,CC10648,2400
Printing,2008-2010,3579.08,CC10648,2401
Food & Beverages,2010-2012,78.20,CC10797,2402
Postage/Mailing,2010-2012,11556.50,CC10797,2403
Advertising,2010-2012,2626.44,CC10797,2404
Printing,2010-2012,3238.68,CC10797,2405
Other,2010-2012,5004.61,CC10797,2406
Hawaii Election Campaign Fund,2010-2012,12.50,CC10797,2407
Filing Fee,2010-2012,50.00,CC10797,2408
Contribution to Community Organization,2010-2012,160.00,CC10797,2409
Contribution to Community Organization,2012-2014,50.00,CC10797,2410
Advertising,2010-2012,25.00,CC10229,2411
Vehicle,2006-2008,85.76,CC10229,2412
Professional Services,2006-2008,180.00,CC10229,2413
Postage/Mailing,2006-2008,110.10,CC10229,2414
Office Supplies,2006-2008,19.19,CC10229,2415
Printing,2006-2008,93.19,CC10229,2416
Candidate Fundraiser Tickets,2008-2010,234.24,CC10229,2417
Advertising,2006-2008,150.00,CC10229,2418
Food & Beverages,2006-2008,2099.92,CC10229,2419
Contribution to Political Party,2010-2012,250.00,CC10229,2420
Postage/Mailing,2012-2014,230.75,CC10229,2421
Office Supplies,2012-2014,30.43,CC10229,2422
Office Supplies,2010-2012,87.53,CC10229,2423
Office Supplies,2008-2010,27.26,CC10229,2424
Other,2006-2008,2754.59,CC10229,2425
Filing Fee,2010-2012,250.00,CC10229,2426
Other,2012-2014,2122.52,CC10229,2427
Advertising,2012-2014,1140.31,CC10229,2428
Candidate Fundraiser Tickets,2012-2014,2100.00,CC10229,2429
Food & Beverages,2010-2012,5706.58,CC10229,2430
Postage/Mailing,2010-2012,3408.41,CC10229,2431
Professional Services,2008-2010,2323.86,CC10229,2432
Printing,2010-2012,1728.76,CC10229,2433
Advertising,2008-2010,8656.34,CC10229,2434
Professional Services,2012-2014,1920.54,CC10229,2435
Printing,2008-2010,5364.29,CC10229,2436
Printing,2012-2014,1409.40,CC10229,2437
Candidate Fundraiser Tickets,2010-2012,318.32,CC10229,2438
Postage/Mailing,2008-2010,28393.90,CC10229,2439
Contribution to Political Party,2012-2014,180.00,CC10229,2440
Other,2008-2010,735.97,CC10229,2441
Contribution to Community Organization,2006-2008,896.50,CC10229,2442
Contribution to Community Organization,2012-2014,3382.00,CC10229,2443
Contribution to Community Organization,2008-2010,2390.20,CC10229,2444
Food & Beverages,2008-2010,4918.85,CC10229,2445
Food & Beverages,2012-2014,2500.56,CC10229,2446
Contribution to Community Organization,2010-2012,2786.00,CC10229,2447
Other,2010-2012,2285.96,CC10229,2448
Bank Charges & Adjustments,2008-2010,5.00,CC10236,2449
Contribution to Community Organization,2006-2008,500.00,CC10236,2450
Food & Beverages,2012-2014,1020.00,CC10236,2451
Printing,2012-2014,283.32,CC10236,2452
Postage/Mailing,2012-2014,276.00,CC10236,2453
Other,2010-2012,512.96,CC10236,2454
Lease/Rent,2006-2008,50.00,CC10236,2455
Office Supplies,2008-2010,65.29,CC10236,2456
Food & Beverages,2008-2010,716.00,CC10236,2457
Other,2006-2008,12.00,CC10236,2458
Advertising,2012-2014,302.64,CC10236,2459
Advertising,2006-2008,5107.90,CC10236,2460
Filing Fee,2010-2012,250.00,CC10236,2461
Printing,2010-2012,42.17,CC10236,2462
Filing Fee,2008-2010,250.00,CC10236,2463
Postage/Mailing,2008-2010,7430.81,CC10236,2464
Postage/Mailing,2006-2008,5999.44,CC10236,2465
Printing,2006-2008,2141.07,CC10236,2466
Food & Beverages,2006-2008,1655.39,CC10236,2467
Filing Fee,2006-2008,250.00,CC10236,2468
Contribution to Political Party,2008-2010,175.00,CC10236,2469
Contribution to Political Party,2010-2012,800.00,CC10236,2470
Other,2008-2010,76.88,CC10236,2471
Advertising,2008-2010,6507.41,CC10236,2472
Postage/Mailing,2010-2012,223.41,CC10236,2473
Contribution to Community Organization,2010-2012,157.07,CC10236,2474
Food & Beverages,2010-2012,1758.35,CC10236,2475
Advertising,2010-2012,1320.02,CC10236,2476
"Surveys, Polls & Voter Lists",2008-2010,402.52,CC10236,2477
Printing,2008-2010,6360.17,CC10236,2478
"Surveys, Polls & Voter Lists",2006-2008,203.00,CC10236,2479
"Surveys, Polls & Voter Lists",2010-2012,374.91,CC10236,2480
Contribution to Community Organization,2006-2008,925.41,CC10141,2481
Vehicle,2010-2012,24.51,CC10394,2482
Postage/Mailing,2010-2012,338.56,CC10394,2483
Lease/Rent,2008-2010,385.88,CC10394,2484
Contribution to Political Party,2008-2010,100.00,CC10394,2485
Printing,2008-2010,1691.18,CC10394,2486
Lease/Rent,2010-2012,575.17,CC10394,2487
Bank Charges & Adjustments,2008-2010,79.22,CC10394,2488
Utilities,2012-2014,1725.75,CC10394,2489
Travel & Lodging,2010-2012,350.77,CC10394,2490
Utilities,2010-2012,609.16,CC10394,2491
Professional Services,2012-2014,2151.84,CC10394,2492
Postage/Mailing,2012-2014,949.74,CC10394,2493
Hawaii Election Campaign Fund,2010-2012,800.00,CC10394,2494
