Reg No,Expenditure Category,Election Period,Amount
CC10368,"Bank Charges, Merchant Fees & Adjustments",2016-2018,253.05
CC10368,"Printing, Postage, Mailing & Freight",2016-2018,412.75
CC10368,Other,2016-2018,3121.93
CC10368,"Contract, Employee & Professional Services",2016-2018,7347.43
CC10368,"Filing Fee, Escheat, Fine",2016-2018,33.00
CC10368,Postage/Mailing,2016-2018,5006.75
CC10368,"Bank Charges, Merchant Fees & Adjustments",2018-2020,361.90
CC10368,"Advertising, Media & Collateral Materials",2018-2020,18506.96
CC10368,"Contract, Employee & Professional Services",2018-2020,2000.00
CC10368,Campaign Headquarters,2018-2020,1350.00
CC10368,Campaign Headquarters,2020-2022,900.00
CC10369,"Advertising, Media & Collateral Materials",2004-2008,12138.10
CC10369,Office Supplies,2004-2008,33.02
CC10369,"Bank Charges, Merchant Fees & Adjustments",2008-2012,15.00
CC10369,"Advertising, Media & Collateral Materials",2008-2012,3205.50
CC10369,Other,2008-2012,75.00
CC10369,Food & Beverages,2008-2012,121.30
CC10369,"Printing, Postage, Mailing & Freight",2008-2012,93.72
CC10370,Food & Beverages,2004-2008,7244.24
CC10370,Postage/Mailing,2004-2008,474.81
CC10370,"Filing Fee, Escheat, Fine",2004-2008,495.00
CC10370,"Contract, Employee & Professional Services",2004-2008,2877.36
CC10370,Other,2004-2008,6293.78
CC10370,Travel & Lodging,2004-2008,1505.48
CC10370,Candidate Fundraiser Tickets,2004-2008,421.39
CC10370,"Advertising, Media & Collateral Materials",2004-2008,47159.35
CC10370,Utilities,2004-2008,502.06
CC10370,Donations,2004-2008,891.00
CC10370,"Bank Charges, Merchant Fees & Adjustments",2004-2008,1413.00
CC10370,Office Supplies,2004-2008,919.28
CC10370,Contribution to Political Party,2004-2008,735.00
CC10370,Campaign Headquarters,2004-2008,284.59
CC10371,Office Supplies,2006-2008,100.85
CC10371,Campaign Headquarters,2006-2008,1107.00
CC10371,Travel & Lodging,2006-2008,42.00
CC10371,"Printing, Postage, Mailing & Freight",2006-2008,875.08
CC10371,Other,2006-2008,1615.31
CC10371,"Filing Fee, Escheat, Fine",2006-2008,35.41
CC10371,Candidate Fundraiser Tickets,2006-2008,100.00
CC10371,"Bank Charges, Merchant Fees & Adjustments",2006-2008,25.50
CC10371,"Advertising, Media & Collateral Materials",2006-2008,6170.30
CC10371,"Contract, Employee & Professional Services",2006-2008,2064.58
CC10371,Food & Beverages,2006-2008,750.69
CC10371,Postage/Mailing,2006-2008,167.56
CC10371,"Filing Fee, Escheat, Fine",2008-2010,250.00
CC10371,Other,2008-2010,8318.51
CC10371,"Printing, Postage, Mailing & Freight",2008-2010,3013.74
CC10371,"Contract, Employee & Professional Services",2008-2010,500.00
CC10371,Campaign Headquarters,2008-2010,710.17
CC10371,"Bank Charges, Merchant Fees & Adjustments",2008-2010,25.00
CC10371,Postage/Mailing,2008-2010,20.00
CC10371,"Vehicle, Gas & Parking",2008-2010,66.00
CC10371,"Advertising, Media & Collateral Materials",2008-2010,2652.54
CC10371,Office Supplies,2008-2010,16.78
CC10371,Food & Beverages,2008-2010,1375.43
CC10371,"Surveys, Polls, Research & Voter Lists",2008-2010,45.00
CC10372,Food & Beverages,2006-2008,16.00
CC10372,"Filing Fee, Escheat, Fine",2006-2008,25.00
CC10372,"Advertising, Media & Collateral Materials",2006-2008,9305.53
CC10372,"Bank Charges, Merchant Fees & Adjustments",2006-2008,1.00
CC10372,Campaign Headquarters,2006-2008,20.00
CC10372,Postage/Mailing,2006-2008,67.20
CC10372,Other,2006-2008,789.50
CC10372,"Printing, Postage, Mailing & Freight",2006-2008,2639.58
CC10373,Other,2006-2008,3580.62
CC10373,Campaign Headquarters,2006-2008,2130.84
CC10373,Candidate Fundraiser Tickets,2006-2008,154.77
CC10373,"Bank Charges, Merchant Fees & Adjustments",2006-2008,112.85
CC10373,"Advertising, Media & Collateral Materials",2006-2008,16297.51
CC10373,Postage/Mailing,2006-2008,1702.52
CC10373,"Filing Fee, Escheat, Fine",2006-2008,250.00
CC10373,"Surveys, Polls, Research & Voter Lists",2006-2008,166.04
CC10373,Insurance,2006-2008,1071.43
CC10373,Food & Beverages,2006-2008,9616.62
CC10373,Contribution to Political Party,2006-2008,200.00
CC10373,"Printing, Postage, Mailing & Freight",2006-2008,4114.08
CC10373,"Contract, Employee & Professional Services",2006-2008,412.50
CC10373,Office Supplies,2006-2008,1095.70
CC10373,"Printing, Postage, Mailing & Freight",2008-2010,375.59
CC10373,Food & Beverages,2008-2010,2448.23
CC10373,Office Supplies,2008-2010,936.09
CC10373,Postage/Mailing,2008-2010,372.40
CC10373,Insurance,2008-2010,832.76
CC10373,Campaign Headquarters,2008-2010,435.00
CC10373,"Filing Fee, Escheat, Fine",2008-2010,25.00
CC10373,Other,2008-2010,794.60
CC10373,"Advertising, Media & Collateral Materials",2008-2010,1312.83
CC10373,Donations,2008-2010,600.00
CC10373,Donations,2010-2012,250.00
CC10373,Insurance,2010-2012,963.61
CC10373,Office Supplies,2010-2012,1033.81
CC10373,Other,2010-2012,3527.92
CC10373,"Filing Fee, Escheat, Fine",2010-2012,250.00
CC10373,Contribution to Political Party,2010-2012,50.00
CC10373,Candidate Fundraiser Tickets,2010-2012,69.44
CC10373,Food & Beverages,2010-2012,6523.05
CC10373,"Advertising, Media & Collateral Materials",2010-2012,7633.25
CC10373,Postage/Mailing,2010-2012,731.56
CC10373,"Printing, Postage, Mailing & Freight",2010-2012,1422.39
CC10373,Campaign Headquarters,2010-2012,350.00
CC10373,Office Supplies,2012-2014,252.82
CC10373,Donations,2012-2014,300.00
CC10373,Food & Beverages,2012-2014,6494.34
CC10373,Other,2012-2014,4255.56
CC10373,Insurance,2012-2014,286.70
CC10373,Candidate Fundraiser Tickets,2012-2014,500.00
CC10373,Postage/Mailing,2012-2014,635.28
CC10373,"Filing Fee, Escheat, Fine",2012-2014,600.00
CC10373,"Printing, Postage, Mailing & Freight",2012-2014,252.07
CC10373,"Advertising, Media & Collateral Materials",2012-2014,9897.78
CC10373,Office Supplies,2014-2016,10.40
CC10373,Postage/Mailing,2014-2016,1779.86
CC10373,"Filing Fee, Escheat, Fine",2014-2016,75.00
CC10373,Other,2014-2016,801.53
CC10373,"Advertising, Media & Collateral Materials",2014-2016,23372.04
CC10373,"Printing, Postage, Mailing & Freight",2014-2016,161.00
CC10373,Food & Beverages,2014-2016,2824.36
CC10373,Donations,2014-2016,500.00
CC10373,"Filing Fee, Escheat, Fine",2016-2018,200.00
CC10373,Postage/Mailing,2016-2018,284.00
CC10375,"Vehicle, Gas & Parking",2006-2008,36.00
CC10375,"Bank Charges, Merchant Fees & Adjustments",2006-2008,42.76
CC10375,Other,2006-2008,1170.78
CC10375,"Printing, Postage, Mailing & Freight",2006-2008,16751.91
CC10375,Office Supplies,2006-2008,310.62
CC10375,"Surveys, Polls, Research & Voter Lists",2006-2008,828.71
CC10375,Postage/Mailing,2006-2008,7974.44
CC10375,Donations,2006-2008,50.00
CC10375,"Advertising, Media & Collateral Materials",2006-2008,5170.36
CC10375,Food & Beverages,2006-2008,5555.64
CC10375,"Printing, Postage, Mailing & Freight",2008-2010,6302.53
CC10375,Office Supplies,2008-2010,176.35
CC10375,"Advertising, Media & Collateral Materials",2008-2010,3598.63
CC10375,"Vehicle, Gas & Parking",2008-2010,707.81
CC10375,Postage/Mailing,2008-2010,14146.72
CC10375,Other,2008-2010,4000.61
CC10375,"Surveys, Polls, Research & Voter Lists",2008-2010,309.84
CC10375,Donations,2008-2010,805.96
CC10375,Contribution to Political Party,2008-2010,50.00
CC10375,Food & Beverages,2008-2010,6982.78
CC10375,"Contract, Employee & Professional Services",2008-2010,212.82
CC10375,Candidate Fundraiser Tickets,2008-2010,92.92
CC10375,Other,2010-2012,637.56
CC10375,"Printing, Postage, Mailing & Freight",2010-2012,5222.02
CC10375,"Advertising, Media & Collateral Materials",2010-2012,452.35
CC10375,Campaign Headquarters,2010-2012,200.00
CC10375,"Filing Fee, Escheat, Fine",2010-2012,250.00
CC10375,Food & Beverages,2010-2012,3521.50
CC10375,Durable Assets (Supplies/Equipment),2010-2012,583.24
CC10375,Donations,2010-2012,430.28
CC10375,Candidate Fundraiser Tickets,2010-2012,250.00
CC10375,Postage/Mailing,2010-2012,4309.17
CC10375,Contribution to Political Party,2012-2014,185.00
CC10375,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC10375,Donations,2012-2014,406.99
CC10375,Other,2012-2014,447.27
CC10375,Office Supplies,2012-2014,115.09
CC10375,"Advertising, Media & Collateral Materials",2012-2014,2740.76
CC10375,Campaign Headquarters,2012-2014,760.63
CC10375,Postage/Mailing,2012-2014,8533.50
CC10375,"Surveys, Polls, Research & Voter Lists",2012-2014,71.25
CC10375,Food & Beverages,2012-2014,9991.85
CC10375,"Printing, Postage, Mailing & Freight",2012-2014,13340.85
CC10375,"Filing Fee, Escheat, Fine",2014-2016,250.00
CC10375,Donations,2014-2016,1296.54
CC10375,"Advertising, Media & Collateral Materials",2014-2016,420.00
CC10375,Campaign Headquarters,2014-2016,400.41
CC10375,Postage/Mailing,2014-2016,2764.45
CC10375,"Printing, Postage, Mailing & Freight",2014-2016,5936.03
CC10375,Contribution to Political Party,2014-2016,50.00
CC10375,Food & Beverages,2014-2016,7740.49
CC10375,Other,2014-2016,279.43
CC10375,Campaign Headquarters,2016-2018,532.74
CC10375,"Bank Charges, Merchant Fees & Adjustments",2016-2018,30.00
CC10375,Candidate Fundraiser Tickets,2016-2018,4200.00
CC10375,Food & Beverages,2016-2018,6577.59
CC10375,"Advertising, Media & Collateral Materials",2016-2018,450.00
CC10375,"Filing Fee, Escheat, Fine",2016-2018,250.00
CC10375,Donations,2016-2018,2118.01
CC10375,Postage/Mailing,2016-2018,2592.55
CC10375,Travel & Lodging,2016-2018,1145.59
CC10375,Durable Assets (Supplies/Equipment),2016-2018,1015.68
CC10375,Other,2016-2018,720.14
CC10375,Office Supplies,2016-2018,91.33
CC10375,"Printing, Postage, Mailing & Freight",2016-2018,5385.22
CC10375,"Surveys, Polls, Research & Voter Lists",2016-2018,71.25
CC10375,"Filing Fee, Escheat, Fine",2018-2020,500.00
CC10375,Travel & Lodging,2018-2020,1066.49
CC10375,Donations,2018-2020,1812.23
CC10375,"Advertising, Media & Collateral Materials",2018-2020,1497.12
CC10375,Durable Assets (Supplies/Equipment),2018-2020,93.94
CC10375,Membership & Subscription Fees,2018-2020,255.00
CC10375,Campaign Headquarters,2018-2020,465.70
CC10375,Employee/Volunteer Gifts,2018-2020,1940.34
CC10375,Food & Beverages,2018-2020,2946.44
CC10375,"Printing, Postage, Mailing & Freight",2018-2020,10727.01
CC10375,Postage/Mailing,2018-2020,79.00
CC10375,Food & Beverages,2020-2022,250.52
CC10375,Membership & Subscription Fees,2020-2022,365.00
CC10375,"Printing, Postage, Mailing & Freight",2020-2022,173.00
CC10375,Donations,2020-2022,277.46
CC10375,Conference Fees,2020-2022,20.00
CC10377,Candidate Fundraiser Tickets,2006-2008,609.22
CC10377,Office Supplies,2006-2008,395.92
CC10377,Postage/Mailing,2006-2008,244.63
CC10377,Campaign Headquarters,2006-2008,5000.00
CC10377,"Printing, Postage, Mailing & Freight",2006-2008,7954.97
CC10377,Insurance,2006-2008,1000.00
CC10377,"Contract, Employee & Professional Services",2006-2008,2802.07
CC10377,"Surveys, Polls, Research & Voter Lists",2006-2008,50.00
CC10377,Food & Beverages,2006-2008,2304.58
CC10377,"Bank Charges, Merchant Fees & Adjustments",2006-2008,247.18
CC10377,"Advertising, Media & Collateral Materials",2006-2008,21748.61
CC10377,Other,2006-2008,8655.38
CC10377,Insurance,2008-2010,-659.00
CC10377,Office Supplies,2008-2010,12.91
CC10377,"Advertising, Media & Collateral Materials",2008-2010,18853.63
CC10377,"Printing, Postage, Mailing & Freight",2008-2010,2904.35
CC10377,Postage/Mailing,2008-2010,1472.00
CC10377,Other,2008-2010,1937.01
CC10377,"Bank Charges, Merchant Fees & Adjustments",2008-2010,187.82
CC10377,"Contract, Employee & Professional Services",2008-2010,7587.12
CC10377,Food & Beverages,2008-2010,819.37
CC10377,"Printing, Postage, Mailing & Freight",2010-2012,5749.98
CC10377,Donations,2010-2012,300.00
CC10377,"Advertising, Media & Collateral Materials",2010-2012,6826.06
CC10377,Food & Beverages,2010-2012,5495.75
CC10377,"Contract, Employee & Professional Services",2010-2012,1071.06
CC10377,Postage/Mailing,2010-2012,233.08
CC10377,"Bank Charges, Merchant Fees & Adjustments",2010-2012,333.61
CC10377,Other,2010-2012,7091.22
CC10377,"Filing Fee, Escheat, Fine",2012-2014,225.00
CC10377,Hawaii Election Campaign Fund,2012-2014,300.00
CC10377,"Advertising, Media & Collateral Materials",2012-2014,7824.63
CC10377,Other,2012-2014,7618.46
CC10377,Contribution to Political Party,2012-2014,100.00
CC10377,"Printing, Postage, Mailing & Freight",2012-2014,4340.12
CC10377,Candidate Fundraiser Tickets,2012-2014,1100.00
CC10377,Office Supplies,2012-2014,996.56
CC10377,Donations,2012-2014,4059.06
CC10377,"Bank Charges, Merchant Fees & Adjustments",2012-2014,209.79
CC10377,Postage/Mailing,2012-2014,343.76
CC10377,"Contract, Employee & Professional Services",2012-2014,10267.02
CC10377,Food & Beverages,2012-2014,6175.74
CC10377,"Filing Fee, Escheat, Fine",2014-2016,373.39
CC10377,Food & Beverages,2014-2016,20633.65
CC10377,"Advertising, Media & Collateral Materials",2014-2016,34640.85
CC10377,Contribution to Political Party,2014-2016,200.00
CC10377,"Contract, Employee & Professional Services",2014-2016,12836.70
CC10377,"Printing, Postage, Mailing & Freight",2014-2016,7218.34
CC10377,Office Supplies,2014-2016,660.38
CC10377,Postage/Mailing,2014-2016,844.40
CC10377,Donations,2014-2016,2897.60
CC10377,Other,2014-2016,6264.94
CC10377,"Bank Charges, Merchant Fees & Adjustments",2014-2016,374.91
CC10377,"Filing Fee, Escheat, Fine",2016-2018,677.06
CC10377,Office Supplies,2016-2018,1538.24
CC10377,"Surveys, Polls, Research & Voter Lists",2016-2018,550.00
CC10377,Postage/Mailing,2016-2018,1733.24
CC10377,Campaign Headquarters,2016-2018,6666.31
CC10377,"Printing, Postage, Mailing & Freight",2016-2018,132462.89
CC10377,Travel & Lodging,2016-2018,2044.07
CC10377,"Contract, Employee & Professional Services",2016-2018,80728.78
CC10377,"Bank Charges, Merchant Fees & Adjustments",2016-2018,274.27
CC10377,Durable Assets (Supplies/Equipment),2016-2018,302.08
CC10377,Candidate Fundraiser Tickets,2016-2018,100.00
CC10377,Hawaii Election Campaign Fund,2016-2018,1250.00
CC10377,Contribution to Political Party,2016-2018,200.00
CC10377,Other,2016-2018,34955.06
CC10377,Utilities,2016-2018,639.57
CC10377,"Advertising, Media & Collateral Materials",2016-2018,90646.88
CC10377,Donations,2016-2018,8170.99
CC10377,Food & Beverages,2016-2018,63713.16
CC10377,Insurance,2016-2018,2592.00
CC10377,Donations,2018-2022,1774.39
CC10377,"Advertising, Media & Collateral Materials",2018-2022,6523.01
CC10377,Postage/Mailing,2018-2022,14769.66
CC10377,Food & Beverages,2018-2022,4957.48
CC10377,Membership & Subscription Fees,2018-2022,149.90
CC10377,Contribution to Political Party,2018-2022,2500.00
CC10377,Durable Assets (Supplies/Equipment),2018-2022,5004.33
CC10377,Travel & Lodging,2018-2022,311.16
CC10377,"Printing, Postage, Mailing & Freight",2018-2022,13461.12
CC10377,Candidate Fundraiser Tickets,2018-2022,50.00
CC10377,Hawaii Election Campaign Fund,2018-2022,450.00
CC10377,"Bank Charges, Merchant Fees & Adjustments",2018-2022,417.37
CC10377,"Contract, Employee & Professional Services",2018-2022,6546.50
CC10377,Office Supplies,2018-2022,1018.36
CC10377,Utilities,2018-2022,935.31
CC10377,Campaign Headquarters,2018-2022,3333.32
CC10377,Other,2018-2022,1949.83
CC10378,"Advertising, Media & Collateral Materials",2006-2008,17644.96
CC10378,"Bank Charges, Merchant Fees & Adjustments",2006-2008,84.66
CC10378,Food & Beverages,2006-2008,297.81
CC10378,Other,2006-2008,2500.00
CC10378,Donations,2006-2008,100.00
CC10378,Donations,2008-2010,1600.00
CC10378,"Advertising, Media & Collateral Materials",2008-2010,1124.75
CC10378,"Bank Charges, Merchant Fees & Adjustments",2008-2010,12.00
CC10379,Travel & Lodging,2006-2008,1815.29
CC10379,Postage/Mailing,2006-2008,36.95
CC10379,"Printing, Postage, Mailing & Freight",2006-2008,3688.47
CC10379,Hawaii Election Campaign Fund,2006-2008,50.00
CC10379,Food & Beverages,2006-2008,962.78
CC10379,"Vehicle, Gas & Parking",2006-2008,1195.04
CC10379,Office Supplies,2006-2008,23.92
CC10379,Other,2006-2008,822.65
CC10379,"Advertising, Media & Collateral Materials",2006-2008,3438.25
CC10380,"Contract, Employee & Professional Services",2006-2008,275.00
CC10380,"Surveys, Polls, Research & Voter Lists",2006-2008,197.36
CC10380,"Vehicle, Gas & Parking",2006-2008,20.01
CC10380,"Advertising, Media & Collateral Materials",2006-2008,7524.34
CC10380,Travel & Lodging,2006-2008,175.00
CC10380,Food & Beverages,2006-2008,553.57
CC10380,Contribution to Political Party,2006-2008,255.00
CC10380,"Bank Charges, Merchant Fees & Adjustments",2006-2008,70.00
CC10380,Postage/Mailing,2006-2008,1278.26
CC10380,Other,2006-2008,1260.13
CC10380,Office Supplies,2006-2008,68.68
CC10380,"Printing, Postage, Mailing & Freight",2006-2008,2426.69
CC10382,Food & Beverages,2006-2008,612.86
CC10382,Other,2006-2008,18.73
CC10382,"Advertising, Media & Collateral Materials",2006-2008,857.08
CC10382,"Printing, Postage, Mailing & Freight",2006-2008,1603.00
CC10382,Other,2008-2010,7.00
CC10384,Postage/Mailing,2006-2008,6392.83
CC10384,"Surveys, Polls, Research & Voter Lists",2006-2008,394.72
CC10384,Candidate Fundraiser Tickets,2006-2008,42.93
CC10384,Campaign Headquarters,2006-2008,600.00
CC10384,"Printing, Postage, Mailing & Freight",2006-2008,9512.75
CC10384,Office Supplies,2006-2008,605.07
CC10384,Other,2006-2008,6948.21
CC10384,"Advertising, Media & Collateral Materials",2006-2008,4216.75
CC10384,"Bank Charges, Merchant Fees & Adjustments",2006-2008,28.25
CC10384,"Vehicle, Gas & Parking",2006-2008,161.29
CC10384,Food & Beverages,2006-2008,3649.40
CC10384,"Contract, Employee & Professional Services",2006-2008,275.00
CC10385,Other,2006-2008,1680.00
CC10385,Office Supplies,2006-2008,59.61
CC10385,"Advertising, Media & Collateral Materials",2006-2008,7391.52
CC10385,Postage/Mailing,2006-2008,462.00
CC10385,Campaign Headquarters,2006-2008,571.00
CC10385,"Printing, Postage, Mailing & Freight",2006-2008,2595.82
CC10385,"Contract, Employee & Professional Services",2006-2008,1614.59
CC10385,Food & Beverages,2006-2008,100.00
CC10386,Food & Beverages,2006-2008,58.60
CC10386,"Advertising, Media & Collateral Materials",2006-2008,4152.81
CC10386,"Bank Charges, Merchant Fees & Adjustments",2006-2008,23.25
CC10386,Hawaii Election Campaign Fund,2006-2008,50.00
CC10386,Contribution to Political Party,2008-2010,500.00
CC10386,"Advertising, Media & Collateral Materials",2008-2010,6595.94
CC10386,Office Supplies,2008-2010,903.30
CC10386,"Contract, Employee & Professional Services",2008-2010,65.85
CC10386,Postage/Mailing,2008-2010,1383.18
CC10386,"Surveys, Polls, Research & Voter Lists",2008-2010,842.71
CC10386,Food & Beverages,2008-2010,1366.95
CC10386,"Bank Charges, Merchant Fees & Adjustments",2008-2010,465.75
CC10386,Utilities,2008-2010,32.82
CC10386,Travel & Lodging,2008-2010,16.00
CC10386,"Vehicle, Gas & Parking",2008-2010,84.95
CC10386,Campaign Headquarters,2008-2010,245.00
CC10386,Other,2008-2010,2020.89
CC10386,"Filing Fee, Escheat, Fine",2008-2010,250.00
