expenditure_category,election_period,amount,reg_no,id
Candidate Fundraiser Tickets,2012-2014,1000.00,CC10259,3192
Printing,2008-2010,1045.02,CC10259,3193
Food & Beverages,2010-2012,5407.07,CC10259,3194
Advertising,2008-2010,7348.48,CC10259,3195
Postage/Mailing,2012-2014,322.00,CC10259,3196
Professional Services,2006-2008,10108.12,CC10259,3197
Filing Fee,2006-2008,250.00,CC10259,3198
Printing,2006-2008,856.55,CC10259,3199
Advertising,2012-2014,1282.16,CC10259,3200
Contribution to Political Party,2012-2014,900.00,CC10259,3201
Food & Beverages,2008-2010,1667.96,CC10259,3202
Contribution to Community Organization,2006-2008,452.92,CC10259,3203
Bank Charges & Adjustments,2010-2012,65.15,CC10259,3204
Contribution to Political Party,2006-2008,130.00,CC10259,3205
Advertising,2010-2012,7127.73,CC10259,3206
Lease/Rent,2010-2012,442.81,CC10259,3207
Postage/Mailing,2006-2008,443.40,CC10259,3208
Contribution to Community Organization,2012-2014,1025.00,CC10259,3209
"Surveys, Polls & Voter Lists",2010-2012,607.43,CC10259,3210
Office Supplies,2008-2010,666.35,CC10259,3211
Lease/Rent,2006-2008,4001.29,CC10259,3212
Office Supplies,2010-2012,107.94,CC10259,3213
Other,2012-2014,160.00,CC10259,3214
Professional Services,2008-2010,11169.00,CC10259,3215
Hawaii Election Campaign Fund,2006-2008,700.00,CC10259,3216
Professional Services,2010-2012,6142.11,CC10259,3217
Advertising,2006-2008,4947.88,CC10259,3218
Office Supplies,2006-2008,424.44,CC10259,3219
Bank Charges & Adjustments,2006-2008,84.50,CC10259,3220
Food & Beverages,2006-2008,5236.87,CC10259,3221
Filing Fee,2010-2012,250.00,CC10259,3222
Contribution to Community Organization,2010-2012,1118.14,CC10259,3223
Contribution to Political Party,2010-2012,190.00,CC10259,3224
Office Supplies,2012-2014,499.99,CC10259,3225
Lease/Rent,2008-2010,3185.03,CC10259,3226
Contribution to Community Organization,2008-2010,1960.00,CC10259,3227
Printing,2012-2014,1259.53,CC10259,3228
Travel & Lodging,2006-2008,982.13,CC10260,3229
Food & Beverages,2006-2008,5909.18,CC10260,3230
Vehicle,2006-2008,133.14,CC10260,3231
Professional Services,2006-2008,51756.81,CC10260,3232
Other,2006-2008,279.10,CC10260,3233
Office Supplies,2006-2008,2287.73,CC10260,3234
"Surveys, Polls & Voter Lists",2006-2008,1047.12,CC10260,3235
Hawaii Election Campaign Fund,2006-2008,550.00,CC10260,3236
Durable Assets,2006-2008,8853.68,CC10260,3237
Lease/Rent,2006-2008,1300.00,CC10260,3238
Utilities,2006-2008,917.55,CC10260,3239
Contribution to Community Organization,2006-2008,325.00,CC10260,3240
Advertising,2006-2008,30386.10,CC10260,3241
Bank Charges & Adjustments,2006-2008,-375.50,CC10260,3242
Printing,2006-2008,12546.63,CC10260,3243
Filing Fee,2006-2008,250.00,CC10261,3244
Other,2006-2008,14743.49,CC10261,3245
Printing,2006-2008,5023.60,CC10261,3246
Advertising,2006-2008,8443.04,CC10261,3247
Postage/Mailing,2006-2008,6036.17,CC10261,3248
Lease/Rent,2006-2008,1125.00,CC10261,3249
Travel & Lodging,2006-2008,884.98,CC10261,3250
Hawaii Election Campaign Fund,2010-2012,2452.30,CC10261,3251
Other,2008-2010,26247.20,CC10261,3252
Postage/Mailing,2008-2010,56.97,CC10261,3253
Bank Charges & Adjustments,2008-2010,16.95,CC10261,3254
Office Supplies,2006-2008,30.18,CC10261,3255
Food & Beverages,2008-2010,2258.36,CC10261,3256
"Surveys, Polls & Voter Lists",2008-2010,166.44,CC10261,3257
Bank Charges & Adjustments,2006-2008,45.00,CC10261,3258
Utilities,2006-2008,2147.84,CC10261,3259
Other,2010-2012,-2000.00,CC10261,3260
Professional Services,2006-2008,150.00,CC10261,3261
Advertising,2008-2010,692.58,CC10261,3262
Food & Beverages,2006-2008,15535.63,CC10261,3263
Utilities,2008-2010,309.79,CC10261,3264
Durable Assets,2006-2008,1163.95,CC10261,3265
Contribution to Community Organization,2008-2010,4080.00,CC10261,3266
Candidate Fundraiser Tickets,2006-2008,241.08,CC10261,3267
Durable Assets,2006-2008,1450.94,CC10262,3268
Insurance,2010-2012,737.50,CC10262,3269
Filing Fee,2008-2010,25.00,CC10262,3270
Postage/Mailing,2012-2014,72.04,CC10262,3271
Contribution to Community Organization,2006-2008,1163.00,CC10262,3272
Other,2008-2010,9739.58,CC10262,3273
Bank Charges & Adjustments,2006-2008,718.81,CC10262,3274
Other,2012-2014,194.16,CC10262,3275
Office Supplies,2012-2014,80.06,CC10262,3276
Utilities,2010-2012,296.70,CC10262,3277
"Surveys, Polls & Voter Lists",2006-2008,625.28,CC10262,3278
Bank Charges & Adjustments,2008-2010,285.50,CC10262,3279
Advertising,2006-2008,54006.94,CC10262,3280
Employee Services,2010-2012,7230.00,CC10262,3281
Food & Beverages,2012-2014,207.52,CC10262,3282
Office Supplies,2008-2010,275.17,CC10262,3283
Utilities,2006-2008,2219.20,CC10262,3284
Food & Beverages,2010-2012,2892.75,CC10262,3285
Professional Services,2006-2008,8050.30,CC10262,3286
Insurance,2006-2008,836.02,CC10262,3287
Advertising,2008-2010,16986.80,CC10262,3288
Bank Charges & Adjustments,2010-2012,215.98,CC10262,3289
Filing Fee,2006-2008,500.00,CC10262,3290
Office Supplies,2006-2008,2059.05,CC10262,3291
Professional Services,2010-2012,3667.07,CC10262,3292
Contribution to Political Party,2006-2008,330.00,CC10262,3293
Advertising,2012-2014,473.76,CC10262,3294
"Surveys, Polls & Voter Lists",2008-2010,500.00,CC10262,3295
Hawaii Election Campaign Fund,2006-2008,643.00,CC10262,3296
Lease/Rent,2008-2010,1454.08,CC10262,3297
Filing Fee,2010-2012,25.00,CC10262,3298
Advertising,2010-2012,13375.35,CC10262,3299
"Surveys, Polls & Voter Lists",2010-2012,362.01,CC10262,3300
Travel & Lodging,2006-2008,1535.96,CC10262,3301
Other,2010-2012,3969.76,CC10262,3302
Office Supplies,2010-2012,307.98,CC10262,3303
Printing,2006-2008,28131.17,CC10262,3304
Food & Beverages,2006-2008,9879.93,CC10262,3305
Other,2006-2008,10724.76,CC10262,3306
Contribution to Political Party,2010-2012,100.00,CC10262,3307
Hawaii Election Campaign Fund,2010-2012,136.00,CC10262,3308
Food & Beverages,2008-2010,3100.97,CC10262,3309
Insurance,2008-2010,860.10,CC10262,3310
Bank Charges & Adjustments,2012-2014,10.33,CC10262,3311
Employee Services,2012-2014,920.00,CC10262,3312
Professional Services,2008-2010,7660.14,CC10262,3313
Printing,2008-2010,8285.14,CC10262,3314
Printing,2010-2012,4711.89,CC10262,3315
Postage/Mailing,2010-2012,3578.24,CC10262,3316
Postage/Mailing,2006-2008,5333.09,CC10262,3317
Lease/Rent,2010-2012,1556.00,CC10262,3318
Postage/Mailing,2008-2010,5412.56,CC10262,3319
Contribution to Community Organization,2010-2012,70.00,CC10262,3320
Professional Services,2012-2014,1150.17,CC10262,3321
Lease/Rent,2006-2008,11566.37,CC10262,3322
Utilities,2008-2010,665.58,CC10262,3323
Bank Charges & Adjustments,2008-2010,137.00,CC10264,3324
Vehicle,2010-2012,98.00,CC10264,3325
Contribution to Community Organization,2008-2010,415.00,CC10264,3326
Utilities,2008-2010,2195.94,CC10264,3327
Bank Charges & Adjustments,2010-2012,263.00,CC10264,3328
Food & Beverages,2012-2014,3000.12,CC10264,3329
Travel & Lodging,2008-2010,178.94,CC10264,3330
Candidate Fundraiser Tickets,2006-2008,90.00,CC10264,3331
Lease/Rent,2006-2008,66.67,CC10264,3332
Utilities,2012-2014,2831.91,CC10264,3333
Professional Services,2010-2012,625.00,CC10264,3334
Advertising,2006-2008,5815.53,CC10264,3335
Contribution to Community Organization,2010-2012,150.00,CC10264,3336
Bank Charges & Adjustments,2006-2008,9.00,CC10264,3337
Advertising,2010-2012,15740.27,CC10264,3338
Advertising,2008-2010,13606.60,CC10264,3339
Postage/Mailing,2008-2010,580.00,CC10264,3340
Office Supplies,2010-2012,38.00,CC10264,3341
Office Supplies,2012-2014,420.41,CC10264,3342
Other,2012-2014,225.75,CC10264,3343
Office Supplies,2008-2010,1339.11,CC10264,3344
Postage/Mailing,2010-2012,471.14,CC10264,3345
Travel & Lodging,2006-2008,314.78,CC10264,3346
Filing Fee,2006-2008,255.00,CC10264,3347
Filing Fee,2008-2010,95.00,CC10264,3348
Utilities,2010-2012,3947.71,CC10264,3349
Contribution to Community Organization,2012-2014,738.64,CC10264,3350
Food & Beverages,2008-2010,3929.29,CC10264,3351
Other,2006-2008,848.47,CC10264,3352
Contribution to Political Party,2008-2010,500.00,CC10264,3353
Food & Beverages,2010-2012,1814.75,CC10264,3354
Advertising,2012-2014,400.00,CC10264,3355
Other,2008-2010,1824.04,CC10264,3356
Bank Charges & Adjustments,2012-2014,9.50,CC10264,3357
Other,2010-2012,7339.57,CC10264,3358
Food & Beverages,2006-2008,69.53,CC10264,3359
Postage/Mailing,2006-2008,29.00,CC10264,3360
Employee Services,2012-2014,510.00,CC10264,3361
Utilities,2006-2008,217.99,CC10264,3362
Contribution to Community Organization,2008-2010,1875.00,CC10265,3363
Printing,2008-2010,10358.75,CC10265,3364
Professional Services,2006-2008,800.00,CC10265,3365
Advertising,2006-2008,8105.68,CC10265,3366
Food & Beverages,2008-2010,29016.77,CC10265,3367
Professional Services,2008-2010,3816.00,CC10265,3368
Lease/Rent,2008-2010,600.00,CC10265,3369
"Surveys, Polls & Voter Lists",2008-2010,50.00,CC10265,3370
Contribution to Political Party,2006-2008,200.00,CC10265,3371
Filing Fee,2008-2010,250.00,CC10265,3372
Filing Fee,2006-2008,250.00,CC10265,3373
Advertising,2008-2010,8585.73,CC10265,3374
Other,2006-2008,421.83,CC10265,3375
Printing,2006-2008,1183.23,CC10265,3376
Food & Beverages,2006-2008,5478.88,CC10265,3377
Postage/Mailing,2006-2008,699.91,CC10265,3378
Other,2008-2010,477.00,CC10265,3379
Bank Charges & Adjustments,2006-2008,24.10,CC10265,3380
Bank Charges & Adjustments,2008-2010,70.05,CC10265,3381
Contribution to Community Organization,2006-2008,1180.00,CC10265,3382
Travel & Lodging,2008-2010,1151.99,CC10265,3383
Postage/Mailing,2008-2010,5389.30,CC10265,3384
Office Supplies,2006-2008,451.94,CC10265,3385
Hawaii Election Campaign Fund,2008-2010,100.00,CC10265,3386
Travel & Lodging,2006-2008,4632.42,CC10266,3387
Hawaii Election Campaign Fund,2006-2008,608.05,CC10266,3388
Contribution to Community Organization,2006-2008,4750.00,CC10267,3389
Contribution to Community Organization,2008-2010,9500.00,CC10268,3390
Candidate Fundraiser Tickets,2008-2010,34000.00,CC10268,3391
Hawaii Election Campaign Fund,2006-2008,50.00,CC10268,3392
Bank Charges & Adjustments,2010-2012,4.00,CC10268,3393
Other,2008-2010,70930.14,CC10268,3394
Professional Services,2008-2010,104.71,CC10268,3395
Candidate Fundraiser Tickets,2006-2008,3250.00,CC10268,3396
Other,2006-2008,61.38,CC10268,3397
Contribution to Political Party,2008-2010,25000.00,CC10268,3398
Postage/Mailing,2008-2010,72.00,CC10268,3399
Food & Beverages,2008-2010,3765.40,CC10269,3400
"Surveys, Polls & Voter Lists",2010-2012,65.55,CC10269,3401
Food & Beverages,2012-2014,1030.92,CC10269,3402
Travel & Lodging,2010-2012,584.60,CC10269,3403
Office Supplies,2012-2014,115.16,CC10269,3404
Printing,2006-2008,41.52,CC10269,3405
Postage/Mailing,2012-2014,270.60,CC10269,3406
Office Supplies,2010-2012,281.08,CC10269,3407
Filing Fee,2010-2012,250.00,CC10269,3408
Other,2012-2014,709.30,CC10269,3409
Travel & Lodging,2006-2008,138.71,CC10269,3410
Printing,2008-2010,2371.68,CC10269,3411
Insurance,2008-2010,211.22,CC10269,3412
Filing Fee,2008-2010,250.00,CC10269,3413
Other,2008-2010,1483.68,CC10269,3414
"Surveys, Polls & Voter Lists",2008-2010,300.00,CC10269,3415
Lease/Rent,2012-2014,334.40,CC10269,3416
Bank Charges & Adjustments,2010-2012,9.00,CC10269,3417
Bank Charges & Adjustments,2012-2014,28.50,CC10269,3418
Postage/Mailing,2010-2012,5635.95,CC10269,3419
Other,2010-2012,3959.62,CC10269,3420
Food & Beverages,2006-2008,2542.61,CC10269,3421
Lease/Rent,2006-2008,302.09,CC10269,3422
Food & Beverages,2010-2012,6128.72,CC10269,3423
Office Supplies,2006-2008,165.63,CC10269,3424
Filing Fee,2006-2008,250.00,CC10269,3425
Printing,2010-2012,2271.38,CC10269,3426
Other,2006-2008,4806.99,CC10269,3427
Postage/Mailing,2006-2008,259.00,CC10269,3428
Postage/Mailing,2008-2010,5661.56,CC10269,3429
Food & Beverages,2006-2008,3587.14,CC10270,3430
Other,2006-2008,3981.76,CC10270,3431
Advertising,2010-2012,10622.64,CC10270,3432
Other,2008-2010,100.00,CC10270,3433
Printing,2010-2012,4828.14,CC10270,3434
Lease/Rent,2010-2012,250.00,CC10270,3435
Utilities,2010-2012,92.89,CC10270,3436
Other,2010-2012,4111.49,CC10270,3437
Contribution to Community Organization,2008-2010,650.00,CC10270,3438
Printing,2006-2008,5707.69,CC10270,3439
Lease/Rent,2006-2008,325.00,CC10270,3440
Advertising,2006-2008,516.66,CC10270,3441
Food & Beverages,2010-2012,10375.31,CC10270,3442
Contribution to Community Organization,2010-2012,695.00,CC10270,3443
Contribution to Community Organization,2006-2008,425.00,CC10270,3444
Office Supplies,2010-2012,116.37,CC10270,3445
Filing Fee,2010-2012,450.00,CC10270,3446
Postage/Mailing,2006-2008,273.21,CC10270,3447
Other,2006-2008,3258.78,CC10271,3448
Contribution to Community Organization,2006-2008,100.00,CC10271,3449
Food & Beverages,2006-2008,1611.55,CC10271,3450
Hawaii Election Campaign Fund,2008-2010,1320.13,CC10272,3451
Contribution to Community Organization,2008-2010,8000.00,CC10272,3452
Food & Beverages,2012-2014,641.29,CC10273,3453
Office Supplies,2006-2008,1027.35,CC10273,3454
Filing Fee,2008-2010,250.00,CC10273,3455
Travel & Lodging,2006-2008,444.03,CC10273,3456
Travel & Lodging,2010-2012,100.00,CC10273,3457
Filing Fee,2006-2008,250.00,CC10273,3458
Food & Beverages,2008-2010,4773.66,CC10273,3459
Advertising,2008-2010,1083.32,CC10273,3460
Other,2010-2012,2865.23,CC10273,3461
Printing,2008-2010,1345.38,CC10273,3462
Lease/Rent,2008-2010,1710.25,CC10273,3463
Vehicle,2008-2010,513.49,CC10273,3464
Lease/Rent,2006-2008,711.67,CC10273,3465
Food & Beverages,2010-2012,144.99,CC10273,3466
Printing,2010-2012,84.38,CC10273,3467
Filing Fee,2010-2012,250.00,CC10273,3468
Utilities,2008-2010,132.09,CC10273,3469
Other,2008-2010,1963.36,CC10273,3470
Bank Charges & Adjustments,2008-2010,0.50,CC10273,3471
Advertising,2006-2008,487.35,CC10273,3472
Bank Charges & Adjustments,2010-2012,8.00,CC10273,3473
Travel & Lodging,2008-2010,605.78,CC10273,3474
Printing,2012-2014,396.21,CC10273,3475
Postage/Mailing,2010-2012,54.60,CC10273,3476
Office Supplies,2008-2010,525.94,CC10273,3477
Bank Charges & Adjustments,2006-2008,53.00,CC10273,3478
Printing,2006-2008,1741.81,CC10273,3479
Food & Beverages,2006-2008,3900.80,CC10273,3480
Hawaii Election Campaign Fund,2010-2012,462.50,CC10273,3481
Other,2006-2008,6048.73,CC10273,3482
Advertising,2010-2012,459.37,CC10273,3483
Bank Charges & Adjustments,2006-2008,194.02,CC10275,3484
Utilities,2006-2008,580.21,CC10275,3485
Other,2006-2008,995.65,CC10275,3486
Food & Beverages,2006-2008,2459.89,CC10275,3487
Postage/Mailing,2006-2008,156.00,CC10275,3488
Lease/Rent,2006-2008,417.93,CC10275,3489
Printing,2006-2008,114.40,CC10275,3490
Travel & Lodging,2006-2008,948.83,CC10275,3491
Contribution to Community Organization,2008-2010,4000.00,CC10276,3492
Bank Charges & Adjustments,2006-2008,64.75,CC10276,3493
Contribution to Community Organization,2006-2008,1900.00,CC10276,3494
Candidate Fundraiser Tickets,2006-2008,2700.00,CC10276,3495
Other,2006-2008,30240.00,CC10276,3496
Postage/Mailing,2008-2010,40.25,CC10276,3497
Food & Beverages,2006-2008,2332.29,CC10276,3498
Postage/Mailing,2006-2008,185.40,CC10276,3499
Lease/Rent,2006-2008,810.38,CC10276,3500
Contribution to Political Party,2006-2008,80.00,CC10276,3501
Professional Services,2006-2008,500.00,CC10276,3502
Candidate Fundraiser Tickets,2008-2010,2000.00,CC10276,3503
Other,2008-2010,5865.00,CC10276,3504
Hawaii Election Campaign Fund,2006-2008,3250.00,CC10277,3505
Other,2006-2008,119.99,CC10277,3506
Advertising,2012-2014,5650.00,CC10278,3507
Contribution to Political Party,2010-2012,1000.00,CC10278,3508
Office Supplies,2008-2010,221.60,CC10278,3509
Other,2010-2012,610.00,CC10278,3510
Contribution to Community Organization,2010-2012,325.00,CC10278,3511
Other,2012-2014,30.00,CC10278,3512
Candidate Fundraiser Tickets,2012-2014,1000.00,CC10278,3513
Printing,2008-2010,4233.72,CC10278,3514
Professional Services,2012-2014,1951.82,CC10278,3515
Advertising,2010-2012,4151.04,CC10278,3516
Food & Beverages,2006-2008,2178.83,CC10278,3517
Candidate Fundraiser Tickets,2010-2012,3450.00,CC10278,3518
Food & Beverages,2008-2010,7464.41,CC10278,3519
Advertising,2006-2008,1994.60,CC10278,3520
Printing,2010-2012,341.35,CC10278,3521
Bank Charges & Adjustments,2012-2014,199.87,CC10278,3522
Bank Charges & Adjustments,2010-2012,342.76,CC10278,3523
Other,2008-2010,642.86,CC10278,3524
Other,2006-2008,85.88,CC10278,3525
Professional Services,2008-2010,2500.00,CC10278,3526
Advertising,2008-2010,5034.66,CC10278,3527
Bank Charges & Adjustments,2006-2008,29.97,CC10278,3528
Lease/Rent,2008-2010,2816.39,CC10278,3529
Food & Beverages,2010-2012,2296.25,CC10278,3530
Utilities,2008-2010,2176.20,CC10278,3531
Lease/Rent,2010-2012,1074.45,CC10278,3532
Office Supplies,2012-2014,698.87,CC10278,3533
Utilities,2010-2012,2748.95,CC10278,3534
Candidate Fundraiser Tickets,2008-2010,100.00,CC10278,3535
Postage/Mailing,2010-2012,168.00,CC10278,3536
Office Supplies,2010-2012,169.00,CC10278,3537
Postage/Mailing,2008-2010,1643.52,CC10278,3538
Professional Services,2010-2012,2962.51,CC10278,3539
Bank Charges & Adjustments,2008-2010,229.77,CC10278,3540
Food & Beverages,2012-2014,2098.19,CC10278,3541
Other,2010-2012,397.77,CC10279,3542
Food & Beverages,2008-2010,3011.42,CC10279,3543
Professional Services,2006-2008,579.76,CC10279,3544
Printing,2010-2012,6261.52,CC10279,3545
Food & Beverages,2006-2008,2450.69,CC10279,3546
Office Supplies,2008-2010,27.93,CC10279,3547
Postage/Mailing,2010-2012,5678.29,CC10279,3548
Durable Assets,2006-2008,750.00,CC10279,3549
Contribution to Political Party,2012-2014,100.00,CC10279,3550
Lease/Rent,2006-2008,1252.00,CC10279,3551
Other,2008-2010,833.39,CC10279,3552
Contribution to Political Party,2006-2008,90.00,CC10279,3553
Bank Charges & Adjustments,2008-2010,31.00,CC10279,3554
Other,2006-2008,1101.57,CC10279,3555
Vehicle,2006-2008,92.03,CC10279,3556
Advertising,2006-2008,2454.26,CC10279,3557
Postage/Mailing,2006-2008,981.34,CC10279,3558
Printing,2006-2008,3372.03,CC10279,3559
Bank Charges & Adjustments,2012-2014,1.03,CC10279,3560
Contribution to Political Party,2010-2012,600.00,CC10279,3561
Professional Services,2010-2012,1419.74,CC10279,3562
Office Supplies,2010-2012,54.20,CC10279,3563
Contribution to Community Organization,2012-2014,475.00,CC10279,3564
Bank Charges & Adjustments,2006-2008,14.94,CC10279,3565
Other,2012-2014,23.48,CC10279,3566
Contribution to Community Organization,2008-2010,150.00,CC10279,3567
"Surveys, Polls & Voter Lists",2010-2012,357.78,CC10279,3568
Vehicle,2010-2012,13.02,CC10279,3569
Printing,2008-2010,11410.21,CC10279,3570
Professional Services,2012-2014,347.24,CC10279,3571
Contribution to Political Party,2008-2010,90.00,CC10279,3572
Lease/Rent,2012-2014,96.00,CC10279,3573
Contribution to Community Organization,2010-2012,585.00,CC10279,3574
Professional Services,2008-2010,816.00,CC10279,3575
Filing Fee,2010-2012,250.00,CC10279,3576
Postage/Mailing,2008-2010,12219.04,CC10279,3577
Advertising,2008-2010,8195.39,CC10279,3578
Candidate Fundraiser Tickets,2006-2008,200.00,CC10279,3579
Filing Fee,2008-2010,250.00,CC10279,3580
Lease/Rent,2008-2010,344.00,CC10279,3581
Contribution to Community Organization,2006-2008,125.00,CC10279,3582
Advertising,2010-2012,4760.86,CC10279,3583
Lease/Rent,2010-2012,605.16,CC10279,3584
Bank Charges & Adjustments,2010-2012,196.00,CC10279,3585
Food & Beverages,2010-2012,678.76,CC10279,3586
Postage/Mailing,2012-2014,9.00,CC10279,3587
Office Supplies,2006-2008,937.10,CC10279,3588
Advertising,2008-2010,3899.45,CC10280,3589
Office Supplies,2006-2008,20.62,CC10280,3590
Professional Services,2008-2010,1254.81,CC10280,3591
Advertising,2006-2008,11505.87,CC10280,3592
Postage/Mailing,2006-2008,17915.77,CC10280,3593
Contribution to Community Organization,2006-2008,25.00,CC10280,3594
Office Supplies,2008-2010,322.26,CC10280,3595
Candidate Fundraiser Tickets,2008-2010,154.96,CC10280,3596
Printing,2008-2010,21078.85,CC10280,3597
Food & Beverages,2008-2010,3427.39,CC10280,3598
